periodo,Anio,var1,cole_depto_ubicacion,cole_cod_depto_ubicacion,cole_mcpio_ubicacion,cole_cod_mcpio_ubicacion,max_value,min_value,avg_value,
20142,2014,2,SANTANDER,68,GIRON,68307,420,0,254.7416332,
20142,2014,2,HUILA,41,ELIAS,41244,353,200,259,
20142,2014,2,NARIÃ‘O,52,NARIÃ‘O,52480,338,177,255.5263158,
20142,2014,2,ANTIOQUIA,5,SANTAFÃ‰ DE ANTIOQUIA,5042,407,70,242.6542373,
20142,2014,2,MAGDALENA,47,PIJIÃ‘O DEL CARMEN,47545,320,143,218.409396,
20142,2014,2,BOLIVAR,13,MONTECRISTO,13458,275,165,218.4444444,
20142,2014,2,CUNDINAMARCA,25,EL ROSAL,25260,349,136,244.9651899,
20142,2014,2,HUILA,41,COLOMBIA,41206,303,204,244.5142857,
20142,2014,2,ATLANTICO,8,SANTO TOMAS,8685,347,163,233.593361,
20142,2014,2,CESAR,20,GAMARRA,20295,320,161,226,
20142,2014,2,META,50,PUERTO CONCORDIA,50450,315,177,234.4761905,
20142,2014,2,ANTIOQUIA,5,CAICEDO,5125,339,165,222.9354839,
20142,2014,2,CHOCO,27,CERTEGUI,27160,256,158,197.8108108,
20142,2014,2,CHOCO,27,ALTO BAUDO (PIE DE PATO),27025,217,162,189.8918919,
20142,2014,2,CAUCA,19,PAEZ (BELALCAZAR),19517,318,72,220.9592476,
20142,2014,2,VALLE,76,BUENAVENTURA,76109,383,0,225.7559303,
20142,2014,2,CESAR,20,PELAYA,20550,372,162,232.943128,
20142,2014,2,TOLIMA,73,RIOBLANCO,73616,317,176,239.2426471,
20142,2014,2,ANTIOQUIA,5,SAN ROQUE,5670,359,128,231.4275093,
20142,2014,2,ANTIOQUIA,5,SABANETA,5631,448,168,279.3630406,
20142,2014,2,RISARALDA,66,SANTA ROSA DE CABAL,66682,440,163,262.7375367,
20142,2014,2,ATLANTICO,8,GALAPA,8296,352,170,242.5822454,
20142,2014,2,META,50,PUERTO LOPEZ,50573,350,168,240.8284884,
20141,2014,1,VALLE,76,BUGA,76111, , , ,
20142,2014,2,ANTIOQUIA,5,SAN LUIS,5660,315,170,235.45,
20142,2014,2,CUNDINAMARCA,25,SOPO,25758,400,135,262.843342,
20142,2014,2,CUNDINAMARCA,25,SUTATAUSA,25781,348,160,239.3134328,
20142,2014,2,SANTANDER,68,ONZAGA,68502,374,155,232.7934783,
20142,2014,2,TOLIMA,73,ANZOATEGUI,73043,320,162,237.5862069,
20142,2014,2,CAUCA,19,PADILLA,19513,317,167,217.3474576,
20142,2014,2,VALLE,76,TRUJILLO,76828,366,158,236.0632911,
20142,2014,2,BOYACA,15,GARAGOA,15299,377,160,266.755102,
20142,2014,2,CUNDINAMARCA,25,NIMAIMA,25489,303,180,238.3269231,
20142,2014,2,SANTANDER,68,SAN MIGUEL,68686,338,19,247.0263158,
20141,2014,1,QUINDIO,63,LA TEBAIDA,63401, , , ,
20142,2014,2,BOYACA,15,MOTAVITA,15476,310,171,244.030303,
20142,2014,2,BOYACA,15,RAQUIRA,15600,314,185,241.8382353,
20142,2014,2,CUNDINAMARCA,25,VENECIA (OSPINA PEREZ),25506,310,172,230.6461538,
20142,2014,2,NARIÃ‘O,52,PUPIALES,52585,396,181,266.7439614,
20142,2014,2,SANTANDER,68,FLORIDABLANCA,68276,456,72,272.8112011,
20142,2014,2,ANTIOQUIA,5,GUARNE,5318,380,145,255.4195652,
20142,2014,2,SANTANDER,68,OIBA,68500,367,92,259.0481928,
20142,2014,2,SANTANDER,68,BARRANCABERMEJA,68081,472,0,255.3104917,
20142,2014,2,SANTANDER,68,CHARALA,68167,401,191,267.5449735,
20142,2014,2,CASANARE,85,AGUAZUL,85010,354,161,244.7558685,
20142,2014,2,TOLIMA,73,FRESNO,73283,410,169,245.7888563,
20142,2014,2,QUINDIO,63,SALENTO,63690,365,177,244.725,
20142,2014,2,ANTIOQUIA,5,APARTADO,5045,420,156,236.7965335,
20142,2014,2,SANTANDER,68,BARICHARA,68079,428,177,256,
20142,2014,2,CUNDINAMARCA,25,GUASCA,25322,372,153,251.37,
20142,2014,2,SANTANDER,68,CHIPATA,68179,329,208,247.9032258,
20142,2014,2,ANTIOQUIA,5,LA UNION,5400,380,91,246.7645051,
20142,2014,2,CUNDINAMARCA,25,LA PALMA,25394,379,185,239.5957447,
20142,2014,2,SANTANDER,68,FLORIAN,68271,311,168,239.0833333,
20142,2014,2,RISARALDA,66,SANTUARIO,66687,371,185,265.8351648,
20142,2014,2,NORTE SANTANDER,54,CUCUTILLA,54223,332,184,238.9274194,
20142,2014,2,LA GUAJIRA,44,URUMITA,44855,329,162,240.2574257,
20142,2014,2,CAUCA,19,SUCRE,19785,289,183,232.3809524,
20142,2014,2,BOYACA,15,MUZO,15480,309,174,235.15,
20142,2014,2,CALDAS,17,FILADELFIA,17272,347,95,234.7642276,
20141,2014,1,CUNDINAMARCA,25,MEDINA,25438, , , ,
20141,2014,1,CUNDINAMARCA,25,VILLETA,25875, , , ,
20142,2014,2,VALLE,76,CALI,76001,422,0,245.3335812,
20142,2014,2,CESAR,20,BOSCONIA,20060,348,146,230.6748166,
20142,2014,2,ANTIOQUIA,5,TARAZA,5790,332,166,226.9269006,
20142,2014,2,CUNDINAMARCA,25,SIBATE,25740,350,156,250.6581197,
20142,2014,2,PUTUMAYO,86,SIBUNDOY,86749,395,170,254.5608108,
20142,2014,2,CALDAS,17,LA DORADA,17380,375,140,238.8779412,
20142,2014,2,CASANARE,85,PAZ DE ARIPORO,85250,403,150,247.238512,
20142,2014,2,CUNDINAMARCA,25,TABIO,25785,402,157,255.5776892,
20142,2014,2,CUNDINAMARCA,25,SUESCA,25772,339,165,242.1323529,
20142,2014,2,CUNDINAMARCA,25,ANAPOIMA,25035,316,166,242.6448087,
20142,2014,2,VALLE,76,DAGUA,76233,348,33,235.6691729,
20142,2014,2,CESAR,20,MANAURE BALCON DEL CESAR,20443,347,170,237.762963,
20142,2014,2,ANTIOQUIA,5,NECHI,5495,303,169,226.736,
20142,2014,2,SANTANDER,68,LEBRIJA,68406,403,0,251.7885835,
20142,2014,2,META,50,RESTREPO,50606,383,159,261.3860294,
20142,2014,2,TOLIMA,73,FLANDES,73275,327,115,223.7553191,
20142,2014,2,CUNDINAMARCA,25,PUERTO SALGAR,25572,390,159,251.5483871,
20142,2014,2,CAUCA,19,JAMBALO,19364,288,163,208.0652174,
20142,2014,2,ANTIOQUIA,5,CACERES,5120,328,170,232.8368421,
20142,2014,2,NARIÃ‘O,52,ALBAN (SAN JOSE),52019,386,170,243.5649351,
20141,2014,1,VALLE,76,CANDELARIA,76130, , , ,
20142,2014,2,MAGDALENA,47,CONCORDIA,47205,287,153,206.9896907,
20141,2014,1,META,50,VISTA HERMOSA,50711, , , ,
20142,2014,2,ANTIOQUIA,5,MONTEBELLO,5467,295,163,228,
20142,2014,2,BOYACA,15,EL ESPINO,15248,330,152,244.7586207,
20142,2014,2,NARIÃ‘O,52,FUNES,52287,332,182,253.2207792,
20141,2014,1,VALLE,76,ROLDANILLO,76622, , , ,
20142,2014,2,SANTANDER,68,SANTA BARBARA,68705,289,202,235.16,
20142,2014,2,AMAZONAS,91,PTO SANTANDER,91669,243,202,223,
20142,2014,2,LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,298,187,231.0666667,
20141,2014,1,BOYACA,15,PAIPA,15516, , , ,
20142,2014,2,BOYACA,15,SAN MATEO,15673,344,178,250.8461538,
20142,2014,2,ANTIOQUIA,5,URAMITA,5842,308,176,231.1836735,
20142,2014,2,RISARALDA,66,GUATICA,66318,341,163,234.7112299,
20142,2014,2,CUNDINAMARCA,25,CHIA,25175,436,160,279.5650173,
20142,2014,2,BOYACA,15,LA CAPILLA,15380,345,200,263.516129,
20142,2014,2,BOYACA,15,COMBITA,15204,373,166,263.8031496,
20142,2014,2,RISARALDA,66,LA VIRGINIA,66400,347,173,245.1154791,
20142,2014,2,SANTANDER,68,CARCASI,68152,313,155,228.6707317,
20141,2014,1,ATLANTICO,8,BARRANQUILLA,8001, , , ,
20142,2014,2,ANTIOQUIA,5,SAN RAFAEL,5667,353,160,235.8333333,
20142,2014,2,BOLIVAR,13,EL PEÃ‘ON,13268,285,160,213,
20141,2014,1,CUNDINAMARCA,25,FUSAGASUGA,25290, , , ,
20142,2014,2,SUCRE,70,EL ROBLE,70233,318,175,234.2818182,
20142,2014,2,QUINDIO,63,CORDOBA,63212,306,102,232.8095238,
20142,2014,2,HUILA,41,HOBO,41349,301,160,230.025641,
20142,2014,2,CESAR,20,AGUSTIN CODAZZI,20013,351,140,230.827957,
20142,2014,2,ANTIOQUIA,5,TARSO,5792,298,158,232.4264706,
20142,2014,2,HUILA,41,TESALIA,41797,352,178,246.192,
20142,2014,2,ANTIOQUIA,5,GUADALUPE,5315,307,169,221.5208333,
20141,2014,1,LA GUAJIRA,44,ALBANIA,44035, , , ,
20141,2014,1,VALLE,76,PRADERA,76563, , , ,
20142,2014,2,ANTIOQUIA,5,BETULIA,5093,356,150,230.6239316,
20142,2014,2,CUNDINAMARCA,25,ALBAN,25019,348,184,237.8831169,
20142,2014,2,HUILA,41,GIGANTE,41306,387,95,248.0169014,
20142,2014,2,SANTANDER,68,EL PLAYON,68255,382,160,246.7380952,
20142,2014,2,CORDOBA,23,SAN ANTERO,23672,343,158,220.0515152,
20142,2014,2,CUNDINAMARCA,25,PANDI,25524,320,187,242.5757576,
20142,2014,2,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,396,158,254.6176471,
20141,2014,1,VALLE,76,JAMUNDI,76364, , , ,
20142,2014,2,BOYACA,15,EL COCUY,15244,346,136,249.6428571,
20142,2014,2,ANTIOQUIA,5,VIGIA DEL FUERTE,5873,291,165,204.7096774,
20142,2014,2,SUCRE,70,CHALAN,70230,285,164,212.1846154,
20142,2014,2,TOLIMA,73,HONDA,73349,387,160,241.7208481,
20142,2014,2,SANTANDER,68,BARBOSA,68077,408,125,253.1536748,
20142,2014,2,BOYACA,15,SOMONDOCO,15761,319,173,243.8,
20142,2014,2,NARIÃ‘O,52,EL TAMBO,52260,393,177,261.5214286,
20142,2014,2,CAUCA,19,LOPEZ (MICAY),19418,265,39,199.253012,
20142,2014,2,SUCRE,70,MORROA,70473,325,158,233.2622951,
20142,2014,2,CUNDINAMARCA,25,VERGARA,25862,324,165,246.244898,
20142,2014,2,BOLIVAR,13,EL GUAMO,13248,298,167,226.9753086,
20142,2014,2,SANTANDER,68,PALMAR,68522,313,187,254.3809524,
20142,2014,2,CUNDINAMARCA,25,PULI,25580,326,160,257.2380952,
20141,2014,1,ANTIOQUIA,5,MARINILLA,5440, , , ,
20142,2014,2,CALDAS,17,MANIZALES,17001,463,51,259.2199408,
20142,2014,2,META,50,ACACIAS,50006,376,130,251.8606403,
20142,2014,2,CORDOBA,23,PLANETA RICA,23555,366,130,235.1534937,
20141,2014,1,VALLE,76,PALMIRA,76520, , , ,
20142,2014,2,CALDAS,17,VILLAMARIA,17873,385,157,251.7460317,
20142,2014,2,CHOCO,27,NUQUI,27495,296,167,209.92,
20142,2014,2,CAUCA,19,CAJIBIO,19130,380,154,238.1545741,
20142,2014,2,PUTUMAYO,86,VILLA GUAMEZ (LA HORMIGA),86865,354,137,236.7456897,
20142,2014,2,BOYACA,15,SAN PABLO DE BORBUR,15681,312,167,224.6178862,
20142,2014,2,NARIÃ‘O,52,GUALMATAN,52323,364,199,269.4431818,
20141,2014,1,RISARALDA,66,PEREIRA,66001, , , ,
20142,2014,2,ANTIOQUIA,5,SAN VICENTE,5674,404,172,244.6780303,
20142,2014,2,ATLANTICO,8,PONEDERA,8560,324,146,211.9897436,
20142,2014,2,TOLIMA,73,COELLO,73200,338,179,228.71875,
20142,2014,2,CORDOBA,23,PURISIMA,23586,296,162,216.2654028,
20142,2014,2,BOYACA,15,VIRACACHA,15879,335,190,256.7931034,
20142,2014,2,SANTANDER,68,MACARAVITA,68425,321,110,227.2096774,
20142,2014,2,BOLIVAR,13,ALTOS DEL ROSARIO,13030,267,168,224.2173913,
20142,2014,2,ANTIOQUIA,5,LIBORINA,5411,345,160,232.1481481,
20142,2014,2,ANTIOQUIA,5,GIRARDOTA,5308,402,161,249.9649416,
20142,2014,2,VALLE,76,JAMUNDI,76364,396,66,249.5407478,
20142,2014,2,NARIÃ‘O,52,ILES,52352,372,158,249.3738318,
20141,2014,1,VALLE,76,EL CERRITO,76248, , , ,
20142,2014,2,CESAR,20,BECERRIL,20045,321,140,234.9633508,
20142,2014,2,BOLIVAR,13,ARENAL,13042,326,159,221.5824176,
20142,2014,2,NARIÃ‘O,52,FRANCISCO PIZARRO,52520,280,155,206.3766234,
20142,2014,2,BOLIVAR,13,SANTA ROSA,13683,295,148,211.3405405,
20142,2014,2,META,50,FUENTE DE ORO,50287,307,167,232.4923077,
20142,2014,2,CHOCO,27,RIOSUCIO,27615,309,161,208.0429448,
20142,2014,2,AMAZONAS,91,PUERTO NARIÃ‘O,91540,264,139,201.3294118,
20142,2014,2,RISARALDA,66,LA CELIA,66383,314,168,228.5943396,
20142,2014,2,BOYACA,15,FLORESTA,15276,351,183,260.6,
20142,2014,2,TOLIMA,73,CASABIANCA,73152,375,177,245.9310345,
20142,2014,2,BOYACA,15,PAJARITO,15518,335,182,252.6451613,
20142,2014,2,META,50,SAN JUAN DE ARAMA,50683,331,163,235.720339,
20142,2014,2,TOLIMA,73,SUAREZ,73770,334,197,239.2333333,
20142,2014,2,TOLIMA,73,SAN LUIS,73678,327,175,242.5915493,
20142,2014,2,SUCRE,70,SAN BENITO ABAD,70678,319,132,214.1513514,
20142,2014,2,ATLANTICO,8,REPELON,8606,307,105,214.0114504,
20142,2014,2,CUNDINAMARCA,25,FUSAGASUGA,25290,402,155,257.2856415,
20142,2014,2,SANTANDER,68,GUAVATA,68324,298,153,219.4736842,
20142,2014,2,ANTIOQUIA,5,MARINILLA,5440,422,0,258.511822,
20142,2014,2,CUNDINAMARCA,25,LA PEÃ‘A,25398,382,152,229.2957746,
20142,2014,2,MAGDALENA,47,SAN SEBASTIAN DE BUENAVISTA,47692,323,162,222.9185185,
20142,2014,2,NORTE SANTANDER,54,TOLEDO,54820,322,173,242.2822086,
20142,2014,2,PUTUMAYO,86,PUERTO GUZMAN,86571,307,162,227.4074074,
20142,2014,2,TOLIMA,73,MELGAR,73449,377,169,245.7719298,
20142,2014,2,ANTIOQUIA,5,CARAMANTA,5145,300,173,235.254902,
20141,2014,1,ANTIOQUIA,5,CALDAS,5129, , , ,
20142,2014,2,VICHADA,99,LA PRIMAVERA,99524,344,157,239.961165,
20142,2014,2,TOLIMA,73,SANTA ISABEL,73686,303,182,237.260274,
20142,2014,2,ANTIOQUIA,5,BETANIA,5091,331,183,237.4615385,
20142,2014,2,ATLANTICO,8,SANTA LUCIA,8675,307,162,211.3162393,
20142,2014,2,CUNDINAMARCA,25,RAFAEL REYES (APULO),25599,326,142,225.6627907,
20142,2014,2,TOLIMA,73,ALPUJARRA,73024,327,184,243.483871,
20142,2014,2,ATLANTICO,8,LURUACO,8421,338,152,217.1174497,
20142,2014,2,MAGDALENA,47,SANTA BARBARA DE PINTO,47720,307,134,213.6629213,
20142,2014,2,CAUCA,19,TIMBIO,19807,342,169,239.4872727,
20142,2014,2,ATLANTICO,8,SUAN,8770,305,159,229.2386364,
20142,2014,2,CUNDINAMARCA,25,GUATAVITA,25326,340,172,250.7674419,
20142,2014,2,ANTIOQUIA,5,AMALFI,5031,388,170,237.7862319,
20142,2014,2,CESAR,20,PAILITAS,20517,334,153,232.6864865,
20142,2014,2,BOYACA,15,TIBANA,15804,362,184,260.2574257,
20142,2014,2,CESAR,20,GONZALEZ,20310,340,191,252.175,
20142,2014,2,ANTIOQUIA,5,PUEBLORRICO,5576,324,173,243.4637681,
20142,2014,2,CHOCO,27,RIO IRO,27580,248,162,202.5833333,
20142,2014,2,META,50,PUERTO GAITAN,50568,377,160,238.6008065,
20142,2014,2,CALDAS,17,PENSILVANIA,17541,353,116,249.9271255,
20141,2014,1,CALDAS,17,MANIZALES,17001, , , ,
20142,2014,2,CAUCA,19,BOLIVAR,19100,339,162,233.2816901,
20142,2014,2,ANTIOQUIA,5,BRICEÃ‘O,5107,351,165,224.484375,
20142,2014,2,SANTANDER,68,PUERTO PARRA,68573,286,165,228.2592593,
20142,2014,2,CESAR,20,CHIRIGUANA,20178,368,176,231.1296296,
20141,2014,1,ATLANTICO,8,PUERTO COLOMBIA,8573, , , ,
20142,2014,2,VALLE,76,CARTAGO,76147,452,89,244.8602989,
20142,2014,2,NARIÃ‘O,52,TANGUA,52788,353,182,241.8083333,
20142,2014,2,SUCRE,70,BUENAVISTA,70110,337,160,224.9150327,
20142,2014,2,TOLIMA,73,MURILLO,73461,319,175,235.8541667,
20142,2014,2,NARIÃ‘O,52,TAMINANGO,52786,385,132,233.7715134,
20142,2014,2,ANTIOQUIA,5,SANTA BARBARA,5679,347,163,243.6477273,
20142,2014,2,HUILA,41,IQUIRA,41357,363,174,242.5689655,
20142,2014,2,CASANARE,85,SACAMA,85315,297,204,248.35,
20142,2014,2,NORTE SANTANDER,54,LA PLAYA,54398,316,185,235.2,
20142,2014,2,BOYACA,15,TINJACA,15808,347,179,258.6842105,
20142,2014,2,NORTE SANTANDER,54,OCAÃ‘A,54498,440,153,261.312069,
20142,2014,2,BOYACA,15,MONIQUIRA,15469,375,168,245.5862069,
20142,2014,2,NARIÃ‘O,52,IPIALES,52356,397,154,262.2675635,
20142,2014,2,CORDOBA,23,BUENAVISTA,23079,313,154,231.804878,
20142,2014,2,LA GUAJIRA,44,SAN JUAN DEL CESAR,44650,365,155,245.073922,
20141,2014,1,BOYACA,15,DUITAMA,15238, , , ,
20142,2014,2,CUNDINAMARCA,25,GUADUAS,25320,380,163,253.3242321,
20142,2014,2,CALDAS,17,NEIRA,17486,383,172,252.0307018,
20142,2014,2,VALLE,76,LA UNION,76400,393,0,245.8683603,
20142,2014,2,TOLIMA,73,LIBANO,73411,358,170,249.1605263,
20142,2014,2,NARIÃ‘O,52,LA TOLA,52390,277,175,214.4363636,
20142,2014,2,BOLIVAR,13,RIO VIEJO,13600,287,162,219.6,
20142,2014,2,ARAUCA,81,FORTUL,81300,318,160,236.7802691,
20142,2014,2,NARIÃ‘O,52,BARBACOAS,52079,290,152,216.6410256,
20142,2014,2,CUNDINAMARCA,25,SAN ANTONIO DE TEQUENDAMA,25645,347,181,250.5735294,
20142,2014,2,CAUCA,19,INZA,19355,399,116,235.3474026,
20142,2014,2,SANTANDER,68,EL PEÃ‘ON,68250,309,173,235.1724138,
20141,2014,1,CAQUETA,18,FLORENCIA,18001, , , ,
20141,2014,1,MAGDALENA,47,EL BANCO,47245, , , ,
20141,2014,1,CALDAS,17,PALESTINA,17524, , , ,
20142,2014,2,ATLANTICO,8,BARRANQUILLA,8001,471,0,251.6592293,
20142,2014,2,ANTIOQUIA,5,MEDELLIN,5001,452,0,254.3954417,
20142,2014,2,CUNDINAMARCA,25,MOSQUERA,25473,416,128,266.5856423,
20142,2014,2,NARIÃ‘O,52,MALLAMA (PIEDRANCHA),52435,321,151,224.9868421,
20142,2014,2,BOYACA,15,CERINZA,15162,326,150,253,
20142,2014,2,BOYACA,15,TIBASOSA,15806,363,174,252.8297872,
20142,2014,2,SANTANDER,68,MATANZA,68444,333,174,241.9,
20142,2014,2,LA GUAJIRA,44,ALBANIA,44035,314,163,221.8316327,
20142,2014,2,TOLIMA,73,GUAMO,73319,331,139,224.8886414,
20141,2014,1,CUNDINAMARCA,25,COTA,25214, , , ,
20142,2014,2,BOYACA,15,COPER,15212,325,174,242.7297297,
20142,2014,2,CAUCA,19,SUAREZ,19780,317,154,219.4932432,
20142,2014,2,CUNDINAMARCA,25,BELTRAN,25086,288,166,217.25,
20142,2014,2,LA GUAJIRA,44,DIBULLA,44090,317,155,222.8557692,
20142,2014,2,BOYACA,15,ZETAQUIRA,15897,380,173,245.0434783,
20142,2014,2,AMAZONAS,91,EL ENCANTO,91263,237,177,213.5263158,
20142,2014,2,HUILA,41,PAICOL,41518,351,199,262.2295082,
20141,2014,1,META,50,VILLAVICENCIO,50001, , , ,
20142,2014,2,BOYACA,15,SABOYA,15632,385,177,236.5433526,
20142,2014,2,SANTANDER,68,LOS SANTOS,68418,347,163,245.9057971,
20142,2014,2,ANTIOQUIA,5,SAN CARLOS,5649,332,150,235.3282828,
20142,2014,2,CHOCO,27,CONDOTO,27205,334,155,222.6763006,
20142,2014,2,NARIÃ‘O,52,SAMANIEGO,52678,383,63,249.0773994,
20141,2014,1,TOLIMA,73,IBAGUE,73001, , , ,
20142,2014,2,ANTIOQUIA,5,BARBOSA,5079,403,133,242.0148423,
20142,2014,2,SUCRE,70,COVEÃ‘AS,70221,356,75,222.4742268,
20142,2014,2,CAUCA,19,CORINTO,19212,329,165,232.6109422,
20142,2014,2,LA GUAJIRA,44,BARRANCAS,44078,342,146,228.2385321,
20142,2014,2,SANTANDER,68,MOLAGAVITA,68468,279,156,223.6829268,
20142,2014,2,NORTE SANTANDER,54,ARBOLEDAS,54051,346,138,231.1491228,
20142,2014,2,CAQUETA,18,CARTAGENA DEL CHAIRA,18150,327,50,234.0529101,
20142,2014,2,SANTANDER,68,ZAPATOCA,68895,331,164,247.4388489,
20142,2014,2,SANTANDER,68,SANTA HELENA DEL OPON,68720,326,166,225.5333333,
20142,2014,2,SANTANDER,68,CONCEPCION,68207,360,87,227.4047619,
20142,2014,2,NARIÃ‘O,52,POTOSI,52560,367,192,264.703125,
20141,2014,1,CESAR,20,AGUACHICA,20011, , , ,
20142,2014,2,NARIÃ‘O,52,LA LLANADA,52385,352,187,254.4102564,
20142,2014,2,ARAUCA,81,PUERTO RONDON,81591,330,180,232.5744681,
20142,2014,2,QUINDIO,63,FILANDIA,63272,358,111,241.12,
20142,2014,2,RISARALDA,66,DOS QUEBRADAS,66170,423,0,260.1657289,
20142,2014,2,NARIÃ‘O,52,PASTO,52001,435,93,264.278194,
20142,2014,2,LA GUAJIRA,44,EL MOLINO,44110,300,172,233.5319149,
20142,2014,2,SAN ANDRES,88,SAN ANDRES,88001,419,130,247.2424242,
20142,2014,2,AMAZONAS,91,LETICIA,91001,391,147,230.5775401,
20142,2014,2,VALLE,76,EL CERRITO,76248,365,140,234.1719577,
20142,2014,2,CESAR,20,SAN MARTIN,20770,338,189,245.8258065,
20142,2014,2,CAUCA,19,GUAPI,19318,312,143,211.2872727,
20142,2014,2,CUNDINAMARCA,25,GUATAQUI,25324,310,186,234.8157895,
20141,2014,1,RISARALDA,66,SANTA ROSA DE CABAL,66682, , , ,
20142,2014,2,VALLE,76,GINEBRA,76306,370,185,256.8457711,
20142,2014,2,ANTIOQUIA,5,OLAYA,5501,329,187,227.6774194,
20142,2014,2,BOLIVAR,13,ARROYOHONDO,13062,302,159,218.7183099,
20142,2014,2,CAQUETA,18,EL DONCELLO,18247,383,62,236.5650558,
20142,2014,2,NARIÃ‘O,52,OSPINA,52506,352,197,256.0116279,
20142,2014,2,ANTIOQUIA,5,ABRIAQUI,5004,277,170,220.5483871,
20142,2014,2,CUNDINAMARCA,25,NOCAIMA,25491,374,167,255.0357143,
20141,2014,1,ANTIOQUIA,5,LA CEJA,5376, , , ,
20142,2014,2,ANTIOQUIA,5,ENVIGADO,5266,442,32,276.3301563,
20142,2014,2,ANTIOQUIA,5,COPACABANA,5212,398,128,261.4882583,
20142,2014,2,HUILA,41,LA PLATA,41396,380,163,240.2828685,
20142,2014,2,SUCRE,70,MAJAGUAL,70429,316,153,215.643299,
20142,2014,2,CUNDINAMARCA,25,RICAURTE,25612,329,165,237.3737374,
20142,2014,2,SUCRE,70,GALERAS (NUEVA GRANADA),70235,398,157,236.2798742,
20142,2014,2,CALDAS,17,MARMATO,17442,326,182,229.0833333,
20142,2014,2,BOLIVAR,13,SAN FERNANDO,13650,318,153,212.0232558,
20142,2014,2,RISARALDA,66,MISTRATO,66456,319,160,229.2846154,
20142,2014,2,CAQUETA,18,PUERTO RICO,18592,322,100,232.396,
20142,2014,2,NARIÃ‘O,52,SANTACRUZ (GUACHAVES),52699,348,181,239.137931,
20142,2014,2,CESAR,20,TAMALAMEQUE,20787,310,153,218.0731707,
20142,2014,2,CAUCA,19,BALBOA,19075,316,156,236.0958084,
20142,2014,2,BOLIVAR,13,SAN MARTIN DE LOBA,13667,344,166,221.0255102,
20142,2014,2,BOLIVAR,13,SOPLAVIENTO,13760,283,172,215.5128205,
20142,2014,2,BOYACA,15,SAMACA,15646,388,176,259.3478261,
20142,2014,2,CUNDINAMARCA,25,CUCUNUBA,25224,325,178,247.787037,
20142,2014,2,ANTIOQUIA,5,PUERTO TRIUNFO,5591,335,145,244.412844,
20142,2014,2,NARIÃ‘O,52,MAGUI (PAYAN),52427,270,174,214.9818182,
20142,2014,2,CUNDINAMARCA,25,TIBACUY,25805,294,204,246.6,
20142,2014,2,BOYACA,15,CUITIVA,15226,328,194,255.7727273,
20142,2014,2,ANTIOQUIA,5,SAN FRANCISCO,5652,325,149,246.5128205,
20141,2014,1,CUNDINAMARCA,25,GACHETA,25297, , , ,
20142,2014,2,CALDAS,17,CHINCHINA,17174,381,33,239.0684524,
20142,2014,2,BOLIVAR,13,ARJONA,13052,374,55,224.3240343,
20142,2014,2,BOYACA,15,VENTAQUEMADA,15861,337,85,241.2478261,
20142,2014,2,ARAUCA,81,ARAUCA,81001,400,40,254.1302136,
20142,2014,2,TOLIMA,73,PLANADAS,73555,325,165,229.6431925,
20142,2014,2,ANTIOQUIA,5,BOLIVAR,5101,391,150,247.5390071,
20142,2014,2,CASANARE,85,TRINIDAD,85430,309,148,235.2820513,
20142,2014,2,BOLIVAR,13,SAN CRISTOBAL,13620,355,171,225.9431818,
20142,2014,2,BOYACA,15,TUTA,15837,359,170,245.1954887,
20142,2014,2,CAUCA,19,SILVIA,19743,357,156,223.0678392,
20142,2014,2,BOYACA,15,MACANAL,15425,346,201,252.0925926,
20142,2014,2,ANTIOQUIA,5,YONDO (CASABE),5893,332,161,235.4605263,
20142,2014,2,SANTANDER,68,PARAMO,68533,371,228,279.6666667,
20142,2014,2,BOYACA,15,RONDON,15621,301,189,249.2439024,
20142,2014,2,BOYACA,15,PISVA,15550,299,206,250.1818182,
20142,2014,2,NORTE SANTANDER,54,HERRAN,54347,314,188,243.9259259,
20141,2014,1,CALDAS,17,CHINCHINA,17174, , , ,
20141,2014,1,QUINDIO,63,CIRCASIA,63190, , , ,
20142,2014,2,QUINDIO,63,CIRCASIA,63190,357,161,250.4213198,
20142,2014,2,META,50,GRANADA,50313,385,0,247.4393476,
20142,2014,2,PUTUMAYO,86,VILLAGARZON,86885,334,159,246.0120846,
20142,2014,2,MAGDALENA,47,SAN ZENON,47703,325,165,227.4019608,
20142,2014,2,SANTANDER,68,CURITI,68229,375,28,246.4228856,
20142,2014,2,CUNDINAMARCA,25,SAN JUAN DE RIO SECO,25662,320,172,243.0086957,
20142,2014,2,TOLIMA,73,VILLAHERMOSA,73870,313,186,248.9259259,
20142,2014,2,TOLIMA,73,DOLORES,73236,335,176,243.8429752,
20142,2014,2,CAUCA,19,MORALES,19473,357,146,232.3308824,
20142,2014,2,CUNDINAMARCA,25,GUAYABETAL,25335,334,177,242.6388889,
20141,2014,1,TOLIMA,73,MARIQUITA,73443, , , ,
20142,2014,2,ANTIOQUIA,5,SOPETRAN,5761,337,152,230.1038251,
20142,2014,2,VALLE,76,RESTREPO,76606,340,162,244.7055556,
20142,2014,2,SANTANDER,68,MOGOTES,68464,351,162,246.7982456,
20142,2014,2,BOYACA,15,AQUITANIA,15047,336,172,248.5217391,
20142,2014,2,CAUCA,19,ALMAGUER,19022,308,129,222.5731707,
