ID;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_depto_ubicacion;cole_genero;cole_jornada;cole_naturaleza;estu_genero;estu_nacionalidad;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;desemp_ingles;Respuesta
2217;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Sin Estrato;7 a 8;No;No;No;Si;A-;punt_ingles
2218;TI;URBANO;N;Region Andina;MIXTO;NOCHE;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;Si;Si;Si;Si;A-;punt_matematicas
2219;CC;URBANO;N;Region Caribe;MIXTO;NOCHE;OFICIAL;F;COLOMBIA;Dos;Primaria completa;Ninguno;Estrato 5;1 a 2;Si;Si;Si;Si;A-;punt_matematicas
2220;TI;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Primaria completa;Secundaria (Bachillerato) incompleta;Estrato 1;5 a 6;No;No;No;Si;A-;punt_ingles
2221;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Educacion profesional incompleta;Educacion profesional completa;Estrato 2;1 a 2;No;No;No;Si;B1;punt_sociales_ciudadanas
2222;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;7 a 8;Si;Si;Si;Si;B1;punt_matematicas
2223;TI;URBANO;N;Region Caribe;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Uno;;;;3 a 4;No;No;;Si;A-;punt_sociales_ciudadanas
2224;TI;RURAL;N;;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 2;7 a 8;No;No;No;Si;A1;punt_ingles
2225;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;No sabe;Estrato 2;1 a 2;No;Si;Si;No;A1;punt_c_naturales
2226;CC;RURAL;N;Region Pacifica;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;7 a 8;No;Si;Si;No;A-;punt_matematicas
2227;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria completa;Estrato 1;5 a 6;No;No;Si;Si;A2;punt_c_naturales
2228;TI;RURAL;S;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Si;No;Si;Si;A2;punt_matematicas
2229;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Uno;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;;3 a 4;No;No;Si;Si;A1;punt_c_naturales
2230;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;Si;Si;Si;Si;A2;punt_c_naturales
2231;TI;URBANO;N;;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Educacion profesional completa;Estrato 4;3 a 4;Si;Si;Si;Si;A1;punt_ingles
2232;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;No sabe;Estrato 2;5 a 6;No;No;Si;Si;A2;punt_sociales_ciudadanas
2233;Otros;URBANO;S;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Tres;No sabe;Tecnica o tecnologica completa;Estrato 1;3 a 4;No;Si;Si;Si;A1;punt_ingles
2234;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;Estrato 3;5 a 6;No;No;No;Si;A1;punt_sociales_ciudadanas
2235;CC;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;Si;Si;A-;punt_sociales_ciudadanas
2236;TI;RURAL;;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 2;5 a 6;No;Si;No;Si;A1;punt_sociales_ciudadanas
2237;TI;URBANO;S;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_ingles
2238;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;Si;Si;Si;A2;punt_matematicas
2239;TI;URBANO;;Region Caribe;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Seis o mas;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 5;5 a 6;Si;Si;Si;Si;A-;punt_matematicas
2240;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;No sabe;Estrato 4;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
2241;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;Estrato 1;5 a 6;Si;Si;Si;Si;A2;punt_ingles
2242;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Educacion profesional completa;Estrato 2;3 a 4;No;No;Si;Si;A-;punt_ingles
2243;TI;RURAL;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;Estrato 3;5 a 6;No;Si;Si;Si;A-;punt_ingles
2244;TI;RURAL;N;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria completa;Estrato 2;3 a 4;No;No;No;No;A1;punt_sociales_ciudadanas
2245;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
2246;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Primaria completa;Primaria incompleta;Estrato 1;7 a 8;No;Si;Si;Si;A-;punt_sociales_ciudadanas
2247;TI;RURAL;N;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 3;5 a 6;No;Si;Si;Si;A1;punt_ingles
2248;CC;URBANO;N;Region Orinoquia;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria completa;Estrato 1;1 a 2;No;No;No;No;A-;punt_ingles
2249;TI;URBANO;N;Region Andina;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Tres;Educacion profesional incompleta;Postgrado;Estrato 3;3 a 4;No;Si;Si;Si;B1;punt_sociales_ciudadanas
2250;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;Si;Si;Si;A-;punt_ingles
2251;TI;URBANO;N;Region Andina;MIXTO;NOCHE;OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 2;5 a 6;Si;No;Si;Si;A-;punt_ingles
2252;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;No;No;Si;A1;punt_sociales_ciudadanas
2253;TI;URBANO;N;Region Orinoquia;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;Si;Si;Si;Si;A-;punt_ingles
2254;TI;URBANO;N;Region Caribe;MIXTO;NOCHE;OFICIAL;M;COLOMBIA;Tres;Educacion profesional incompleta;Tecnica o tecnologica incompleta;Estrato 1;5 a 6;No;Si;Si;No;A-;punt_lectura_critica
2255;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;No sabe;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Si;Si;Si;Si;B1;punt_sociales_ciudadanas
2256;CC;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Uno;Educacion profesional completa;Educacion profesional incompleta;Estrato 3;1 a 2;No;No;No;Si;A-;punt_ingles
2257;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;Si;Si;Si;A2;punt_matematicas
2258;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;No;No;Si;Si;A-;punt_ingles
2259;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;No;Si;Si;No;A-;punt_matematicas
2260;TI;RURAL;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 1;3 a 4;No;No;No;Si;A-;punt_sociales_ciudadanas
2261;TI;URBANO;;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;No;No;Si;Si;A1;punt_sociales_ciudadanas
2262;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Educacion profesional completa;Estrato 2;3 a 4;Si;Si;Si;Si;A2;punt_ingles
2263;TI;URBANO;;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica completa;Tecnica o tecnologica incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_sociales_ciudadanas
2264;CC;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;M;COLOMBIA;Seis o mas;Tecnica o tecnologica completa;Educacion profesional completa;Estrato 1;9 o mas;No;No;No;No;A1;punt_matematicas
2265;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 3;3 a 4;No;Si;No;No;A-;punt_matematicas
2266;TI;URBANO;;Region Caribe;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;No;No;Si;A-;punt_sociales_ciudadanas
2267;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;No;No;A-;punt_ingles
2268;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria completa;Primaria incompleta;Estrato 2;3 a 4;No;No;No;Si;A-;punt_ingles
2269;TI;URBANO;N;Region Amazonia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Educacion profesional incompleta;Estrato 2;5 a 6;Si;Si;Si;Si;A1;punt_matematicas
2270;TI;URBANO;N;Region Caribe;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Tres;No sabe;Primaria incompleta;Estrato 1;9 o mas;No;Si;No;No;A-;punt_ingles
2271;TI;RURAL;;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;Si;Si;Si;A-;punt_matematicas
2272;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;7 a 8;No;Si;Si;Si;B1;punt_c_naturales
2273;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;No sabe;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_c_naturales
2274;TI;URBANO;;Region Amazonia;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Educacion profesional completa;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;No;Si;Si;A-;punt_ingles
2275;TI;RURAL;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;;;;3 a 4;No;No;;Si;A-;punt_lectura_critica
2276;TI;RURAL;N;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Dos;Ninguno;Ninguno;Estrato 1;3 a 4;No;No;No;No;A1;punt_ingles
2277;TI;RURAL;;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Cuatro;Primaria completa;Primaria incompleta;Estrato 1;;No;No;No;No;A-;punt_sociales_ciudadanas
2278;TI;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Sin Estrato;1 a 2;No;No;Si;Si;A-;punt_matematicas
2279;CC;URBANO;N;Region Amazonia;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Tres;Ninguno;;Sin Estrato;3 a 4;No;No;No;Si;A-;punt_matematicas
2280;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Educacion profesional incompleta;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;No;Si;No;A2;punt_c_naturales
2281;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Uno;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;No;No;A-;punt_ingles
2282;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Ninguno;Estrato 1;3 a 4;No;No;No;Si;A-;punt_matematicas
2283;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_ingles
2284;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;No;No;No;Si;A-;punt_ingles
2285;CC;RURAL;;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;No;No;A-;punt_sociales_ciudadanas
2286;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;;;;;;;;;;A1;punt_sociales_ciudadanas
2287;CC;URBANO;N;Region Pacifica;MIXTO;MANANA;OFICIAL;F;COLOMBIA;;;;;;;;;;A-;punt_c_naturales
2288;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 4;3 a 4;No;No;No;Si;A-;punt_matematicas
2289;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;;;;3 a 4;Si;Si;;Si;A-;punt_ingles
2290;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;;;Estrato 5;3 a 4;Si;Si;Si;Si;A2;punt_c_naturales
2291;TI;URBANO;;Region Caribe;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;;5 a 6;No;No;Si;Si;A1;punt_sociales_ciudadanas
2292;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cinco;Primaria completa;Primaria incompleta;Estrato 1;7 a 8;No;No;No;Si;A1;punt_sociales_ciudadanas
2293;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;7 a 8;No;No;Si;No;A-;punt_sociales_ciudadanas
2294;TI;URBANO;N;Region Amazonia;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;Si;Si;Si;Si;A-;punt_ingles
2295;CC;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 2;5 a 6;No;No;No;Si;A1;punt_lectura_critica
2296;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
2297;TI;RURAL;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;;;;;;;;;;A-;punt_sociales_ciudadanas
2298;TI;URBANO;N;;MASCULINO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Si;Si;Si;Si;B1;punt_sociales_ciudadanas
2299;TI;URBANO;;;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;Si;Si;Si;Si;A2;punt_c_naturales
2300;TI;URBANO;N;;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;No sabe;Estrato 1;5 a 6;No;No;Si;Si;A1;punt_ingles
2301;TI;URBANO;;Region Orinoquia;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Tres;Educacion profesional incompleta;Secundaria (Bachillerato) incompleta;Estrato 3;3 a 4;No;Si;Si;No;A2;punt_lectura_critica
2302;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;No sabe;No sabe;Estrato 2;5 a 6;No;Si;Si;Si;A-;punt_sociales_ciudadanas
2303;TI;RURAL;;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Ninguno;Primaria incompleta;Estrato 3;3 a 4;No;No;Si;No;A-;punt_c_naturales
2304;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Cuatro;;;;3 a 4;No;Si;;Si;A2;punt_lectura_critica
2305;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Primaria completa;Primaria completa;Estrato 1;3 a 4;No;No;No;Si;A-;punt_ingles
2306;TI;URBANO;;Region Orinoquia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Educacion profesional completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;No;Si;Si;A-;punt_ingles
2307;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 3;5 a 6;No;No;Si;Si;A-;punt_ingles
2308;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Si;Si;Si;Si;A2;punt_c_naturales
2309;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Tecnica o tecnologica incompleta;Estrato 3;3 a 4;No;Si;Si;Si;B1;punt_sociales_ciudadanas
2310;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Uno;Secundaria (Bachillerato) completa;No sabe;Estrato 1;3 a 4;No;No;No;Si;A-;punt_c_naturales
2311;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Ninguno;Estrato 2;5 a 6;No;No;No;No;A-;punt_ingles
2312;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_c_naturales
2313;TI;URBANO;N;;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;No;Si;Si;Si;A1;punt_sociales_ciudadanas
2314;TI;URBANO;;Region Pacifica;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 4;1 a 2;Si;Si;Si;Si;A-;punt_sociales_ciudadanas
2315;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Si;Si;Si;Si;A1;punt_c_naturales
2316;TI;URBANO;N;Region Amazonia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Uno;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_ingles
2317;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 3;3 a 4;No;No;Si;Si;A1;punt_sociales_ciudadanas
2318;TI;URBANO;;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;7 a 8;No;No;Si;Si;A2;punt_sociales_ciudadanas
2319;CC;URBANO;;Region Caribe;MIXTO;NOCHE;NO OFICIAL;F;COLOMBIA;Cuatro;Primaria completa;Secundaria (Bachillerato) completa;Estrato 4;5 a 6;Si;No;No;No;A-;punt_ingles
2320;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;Si;Si;Si;Si;A-;punt_sociales_ciudadanas
2321;TI;URBANO;N;Region Amazonia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 1;3 a 4;No;No;No;No;A-;punt_matematicas
2322;CC;URBANO;N;Region Caribe;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;Si;Si;A-;punt_c_naturales
2323;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Ninguno;Estrato 1;1 a 2;No;Si;No;No;A2;punt_lectura_critica
2324;CC;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;7 a 8;No;No;No;No;A-;punt_matematicas
2325;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;Si;Si;Si;A2;punt_lectura_critica
2326;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;Estrato 2;3 a 4;No;No;Si;No;B1;punt_lectura_critica
2327;CC;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Ninguno;Estrato 1;3 a 4;No;Si;No;Si;A-;punt_ingles
2328;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria completa;Secundaria (Bachillerato) completa;Sin Estrato;9 o mas;No;No;No;Si;A-;punt_ingles
2329;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Cuatro;Postgrado;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;Si;Si;Si;B1;punt_matematicas
2330;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria completa;Estrato 1;5 a 6;Si;Si;Si;Si;A1;punt_ingles
2331;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Secundaria (Bachillerato) incompleta;No sabe;;5 a 6;No;No;No;Si;A-;punt_ingles
2332;TI;RURAL;N;Region Amazonia;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 3;5 a 6;No;Si;Si;Si;A-;punt_matematicas
2333;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_c_naturales
2334;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria completa;Primaria incompleta;Estrato 1;3 a 4;No;No;No;No;A-;punt_matematicas
2335;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;Postgrado;Postgrado;Estrato 3;1 a 2;No;Si;Si;Si;B+;punt_sociales_ciudadanas
2336;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Seis o mas;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;9 o mas;No;No;Si;Si;B1;punt_c_naturales
2337;CC;URBANO;N;;FEMENINO;UNICA;NO OFICIAL;F;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Primaria completa;Estrato 2;3 a 4;Si;Si;Si;Si;A-;punt_ingles
2338;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Secundaria (Bachillerato) incompleta;Sin Estrato;7 a 8;No;No;No;No;A1;punt_sociales_ciudadanas
2339;TI;URBANO;;Region Andina;MIXTO;SABATINA;NO OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;No;Si;Si;A-;punt_ingles
2340;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Uno;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;No;Si;No;A1;punt_c_naturales
2341;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;5 a 6;No;Si;Si;Si;B1;punt_matematicas
